"created_at",content,interactions,source
"Apr 3, 2024 @ 17:11:57.000","@soyloshe_ @SacmexCDMX @STaboadaMx @martibatres @BJAlcaldia @En_laDelValle No es posible que esté pasando esto @STaboadaMx
@martibatres, ¿qué onda con el agua? ¡Solucionen!",1,"https://twitter.com/Ubaldosand/status/1775662553911247355"
"Apr 3, 2024 @ 17:10:22.000","Mi querido @STaboadaMx una sugerencia, NO contrates a los asesores chafas , mejor contrata buenos abogados que vas a necesitar cuando terminen las campañas por qué la @FiscaliaCDMX va ir por ti por ser uno de los líderes del #CartelinmobiliarioDeIPAN @AccionNacional 
#RedAMLO",1,"https://twitter.com/elchairomen/status/1775662153392910723"
"Apr 3, 2024 @ 17:04:37.000","@soyloshe_ @SacmexCDMX @STaboadaMx @martibatres @BJAlcaldia @En_laDelValle Horrible lo que está pasando, como dices, el agua huele horrible a gasolina y eso puede perjudicarnos muchísimo, espero pronto los que brillan por su ausencia, @martibatres y @STaboadaMx, hagan algo.",1,"https://twitter.com/DaniCosio4/status/1775660709550162131"
"Apr 3, 2024 @ 16:59:13.000","@SacmexCDMX @BJAlcaldia Necesitamos que den una solución @martibatres, @STaboadaMx, no es posible que digan que son los tinacos los que están mal, el olor a combustible viene del agua.",1,"https://twitter.com/carmenarenaspl1/status/1775659347462545810"
"Apr 3, 2024 @ 16:55:36.000","@zorrocdmx1963 @ContciudaDBJ @MxGuerr @LuisMendozaBJ @FDoringCasar @SacmexCDMX @martibatres @AccionNacional @STaboadaMx @BJAlcaldia @Claudiashein @GobCDMX @JorgeRoHe Cuenta la historia, por favor, que la desconocía.",1,"https://twitter.com/Istarri1/status/1775658437726052635"
"Apr 3, 2024 @ 16:50:57.000","@UzielMedinaM @STaboadaMx Dice el 🤡 @STaboadaMx que no hay agua en las albercas de #Iztapalapa, pues aquí la evidencia de que miente con todos los dientes 😬. Éste es el Deportivo Salvador Allende, justo en su cumpleaños No. 13 que, por cierto, fue obra de @ClaraBrugadaM .

#LaTransformacionEsClara https://t.co/z5Xx5uzZG9",1,"https://twitter.com/ESMEBOMBON/status/1775657269918572613"
"Apr 3, 2024 @ 16:48:04.000","Dice el 🤡 @STaboadaMx que no hay agua en las albercas de #Iztapalapa, pues aquí la evidencia de que miente con todos los dientes 😬. Éste es el Deportivo Salvador Allende, justo en su cumpleaños No. 13 que, por cierto, fue una obra de @ClaraBrugadaM .

#LaTransformacionEsClara https://t.co/m7WoZV1xAf",1,"https://twitter.com/ESMEBOMBON/status/1775656543125471292"
"Apr 3, 2024 @ 16:21:03.000","@la_grenitas @STaboadaMx @ClaraBrugadaM Primero que lo desinfecte, que asco!! A que ha de oler con el porro batres allí y antes la kalka... 🤢🤢",1,"https://twitter.com/JRober37436373/status/1775649744871883043"
"Apr 3, 2024 @ 16:19:58.000","@PsicCZDG @AlexBaks82 @STaboadaMx @ClaraBrugadaM Establo de México",1,"https://twitter.com/InsNacOtrosDato/status/1775649469368873367"
"Apr 3, 2024 @ 16:18:35.000","Cravioto mostrando cómo va subiendo @STaboadaMx en las encuestas y @ClaraBrugadaM se estanca... ¡No la ayudes, compadre! https://t.co/DnD4ff9cT9",1,"https://twitter.com/omarogd/status/1775649120788578605"
"Apr 3, 2024 @ 16:16:17.000","@InsNacOtrosDato @AlexBaks82 @STaboadaMx @ClaraBrugadaM Dónde es Mordor? CDMX?",1,"https://twitter.com/PsicCZDG/status/1775648543338037683"
"Apr 3, 2024 @ 16:01:09.000","Un placer recibirte, @juarezveromex. Confío en que con @XochitlGalvez en la presidencia, @STaboadaMx en la CDMX tu servidora desde la alcaldía, @cynthialopezc1 y tú desde el senado podamos reconstruir nuestro país y nuestra ciudad para que lo mucho que hemos avanzado en…",1,"https://twitter.com/MargaretSaldana/status/1775644735337611502"
"Apr 3, 2024 @ 15:45:57.000","@MxGuerr @FiscaliaCDMX @ErnestinaGodoy_ @UlisesLaraLopez @STaboadaMx @GobCDMX @ClaraBrugadaM Para que veas lo profundo de la corrupción.

Ya no se sabe quién es peor pero la jerarquía indica que es La Gurrumina @Claudiashein en contubernio con su lacayo @martibatres",1,"https://twitter.com/ContciudaDBJ/status/1775640909138325572"
"Apr 3, 2024 @ 15:26:08.000","@MigeGs58 @Ontiveroscanont @catrina_nortena @ClaraBrugadaM @STaboadaMx @CiroGomezL 😂😂😂😂😂😂😂 entre truhánes te veas",1,"https://twitter.com/2012DFM/status/1775635923469771205"
"Apr 3, 2024 @ 15:23:58.000","@OscarARosales1 @bobrebel @julioastillero @STaboadaMx @XochitlGalvez Que pruebas tienes para afirmar una u otra cosa? Tienes pruebas de que los hijos de uno trabajan y los del otro no? De cuanto son sus patrimonios?",1,"https://twitter.com/SuperTemoc/status/1775635376658587961"
"Apr 3, 2024 @ 14:14:44.000","@BicireporteraDF En la oficina hicimos debate, hay gente de Iztapalapa y hay gente de la Benito….. por mucho le ganó Taboada a Brugada.",1,"https://twitter.com/Dhal_Cov/status/1775617953825800431"
"Apr 3, 2024 @ 13:53:25.000","Según la mitómana de @XochitlGalvez  su hijo no bebé
Ni como ayudarte
Cochilt
@STaboadaMx @mauriciotabe 
@MarkoCortes  @Mzavalagc 
Esto representan basuras de prianato https://t.co/dPtHjgXukb",1,"https://twitter.com/FatimaFatimavi5/status/1775612590489522615"
"Apr 3, 2024 @ 13:41:18.000","@AlexBaks82 @STaboadaMx @ClaraBrugadaM 6 VOTOS CONTA LOS #CuatroterosDeLaMuerte 😎
o sea, mi familia 🥰",1,"https://twitter.com/Catalin51366805/status/1775609542606192813"
"Apr 3, 2024 @ 13:20:39.000","@AlexBaks82 @STaboadaMx @ClaraBrugadaM ay pobre pendejete ingenuo el Caqueiro.... ""masive caller""",1,"https://twitter.com/minegrarubia/status/1775604345113104496"
"Apr 3, 2024 @ 13:13:31.000","@Franciscopont @AlexBaks82 @STaboadaMx @ClaraBrugadaM Déjalos que se crean su cuento de hadas.

Este wey no sabe ni madres de encuestas. Tardó 10 años en terminar una carrera de una escuela patito y ni siquiera ejerce.

Cree que las elecciones se ganan inflando sondeos twitteros. ¿Qué sería del mundo sin su comedia involuntaria? 😂 https://t.co/3rNhIRklqw",1,"https://twitter.com/_JLVillanew/status/1775602548483002869"
"Apr 3, 2024 @ 13:11:23.000","INVESTIGAREMOS y como lo dijimos… esperaremos que no sea el HIJO DE LA CANDIDATA

Aunque, todo apunta que si… @MarkoCortes @TereJimenezE @_ATejeda @CeciliaPatronL  @STaboadaMx  @LuisMendozaBJ @mauriciotabe  @AleGutie
  @MaruCampos_G  @anuarazar  @PedroRVillegas @KarlaFiesco",1,"https://twitter.com/JOSEESTRADA2012/status/1775602011737633203"
"Apr 3, 2024 @ 13:11:23.000","INVESTIGAREMOS y como lo dijimos… esperaremos que no sea el HIJO DE LA CANDIDATA

Aunque, todo apunta que si… @MarkoCortes @TereJimenezE @_ATejeda @CeciliaPatronL  @STaboadaMx  @LuisMendozaBJ @mauriciotabe  @AleGutie
  @MaruCampos_G  @anuarazar  @PedroRVillegas @KarlaFiesco",1,"https://twitter.com/JOSEESTRADA2012/status/1775602011737633203"
"Apr 3, 2024 @ 13:08:05.000","@AlexBaks82 @STaboadaMx @ClaraBrugadaM Sí, sí, sí, sí…. https://t.co/AdBGSNWTV4",1,"https://twitter.com/SargentoApolo/status/1775601182515310796"
"Apr 3, 2024 @ 12:56:56.000","@STaboadaMx @GamoMonte Tú les cobras derecho de piso a los comerciantes y los obligas a tener si credencial de Elector con domicilio de Benito Juárez por eso tú y tu club de Tobi han ganado los últimos 23 años en BJ",1,"https://twitter.com/LaPekas/status/1775598377188630582"
"Apr 3, 2024 @ 12:44:33.000","#VamosConElPlanC Hoy quien presume ser “el primer alcalde de Benito Juárez” #ElCartelDeSantiago y quien busca ser Jefe de Gobierno por la alianza del PRI, PAN y PRD, Santiago Taboada, tiene un negro historial que lo implica en este “cártel inmobiliario”. https://t.co/KdqlOEkcJr",1,"https://twitter.com/Damon196969/status/1775595259562754462"
"Apr 3, 2024 @ 12:36:28.000","@mareoflores ¿Se acuerdan de su ""voto de castigo"" que los llevó la ultraderecha con mentiras? les refresco la memoria de la insoportable, Sandra Cuevas, el papá del panista Mauricio Tabe, quien intento degollar a un joven ¿y todavía ponerte del lado de Taboada por su cartel inmobiliario?",1,"https://twitter.com/THebalderrama/status/1775593227023732797"
"Apr 3, 2024 @ 12:31:05.000","@Mesthern @ElizabethRivasC @STaboadaMx @AzcapotzalcoMx @AlcaldiaMHmx @ClaraBrugadaM @NancyNunezmx Ese el problema si vives en Claveria o la nueva solo atienden esas zonas que feo no ? y que desigualdad",1,"https://twitter.com/OIncluido/status/1775591868513894824"
"Apr 3, 2024 @ 12:31:05.000","@Mesthern @ElizabethRivasC @STaboadaMx @AzcapotzalcoMx @AlcaldiaMHmx @ClaraBrugadaM @NancyNunezmx Ese el problema si vives en Claveria o la nueva solo atienden esas zonas que feo no ? y que desigualdad",1,"https://twitter.com/OIncluido/status/1775591868513894824"
"Apr 3, 2024 @ 12:13:54.000","@NancyNunezmx @MorenaCiudadMex @diariobasta @TodosSomosAzcap @XochitlGalvez @STaboadaMx @MargaretSaldana @PartidoMorenaMx @ClaraBrugadaM @edelamadrid @kenialopezr
Nuestros Candidatos, no van solos, vamos Todos https://t.co/d8r2i9MgCK",1,"https://twitter.com/EvaSand97293971/status/1775587547495686190"
"Apr 3, 2024 @ 12:07:05.000","@NancyNunezmx @MorenaCiudadMex @diariobasta @TodosSomosAzcap

Los mejores son @XochitlGalvez @STaboadaMx @MargaretSaldana  todo lo que conforme
🤞 Y ❤️ X 🇲🇽
No se puede hacer propuestas de Campaña con lo que en seis años no tenemos
SALUD EDUCACIÓN  Y SEGURIDAD
Y ofrecer lo que antes se quitó https://t.co/07SVzzBDcJ",1,"https://twitter.com/EvaSand97293971/status/1775585830687379786"
"Apr 3, 2024 @ 11:41:00.000","@MarkAndTonic @BJAlcaldia @STaboadaMx @conagua_mx @JL_Luege @martibatres ponte a atender el problema del agua en Benito Juárez huevón. No que SACMEX es una chingoneria?",1,"https://twitter.com/C0C0Rens0li/status/1775579268040335594"
"Apr 3, 2024 @ 11:05:53.000","¿Es realmente necesario que en un mismo espacio pongan más de 20 propagandas y aparte, mal puestas?

@AzcapotzalcoMx @STaboadaMx @ClaraBrugadaM @NancyNunezmx @TodosSomosAzcap https://t.co/I2zRkIlWc6",1,"https://twitter.com/shoshito29/status/1775570429941313821"
"Apr 3, 2024 @ 10:45:41.000","@Chertorivski Por eso votaremos por @STaboadaMx . Usted está del lado de Morena",1,"https://twitter.com/aantunezsin/status/1775565344838488555"
"Apr 3, 2024 @ 10:38:47.000","@rod_mud @Jaime_Mata_S @STaboadaMx @FiscaliaCDMX @UlisesLaraCDMX Ah y tambien te explico: el principio basico de que te sigan, es que el que te siga vaya ATRAS de ti, no ADELANTE.

Burro",1,"https://twitter.com/azepeda/status/1775563607247352000"
"Apr 3, 2024 @ 10:38:17.000","@greenpeacemx @STaboadaMx @ClaraBrugadaM @Chertorivski Les pedimos envíen esa carta a todos los candidatos a cualquier puesto de elección popular en este momento, a todos los partidos políticos a través de sus dirigencias federal, estatal y local. Si comparten esa carta genérica en redes, podemos enviarla y reenviarla a todxs. 🙏",1,"https://twitter.com/guanxi27/status/1775563484094193879"
"Apr 3, 2024 @ 10:28:54.000","@rod_mud @Jaime_Mata_S @STaboadaMx @FiscaliaCDMX @UlisesLaraCDMX Rebasamos y deja de estar de ridículo",1,"https://twitter.com/CLINICA_SID/status/1775561121618972882"
"Apr 3, 2024 @ 10:27:03.000","@OIncluido @ElizabethRivasC @STaboadaMx @AzcapotzalcoMx @AlcaldiaMHmx @ClaraBrugadaM @NancyNunezmx Así estaba en la administración pasada… incluso aumentó 70% el robo a casa habitación con Vidal Llerenas, la verdad cada quien habla como le va en la feria, y de los 100 SUACS no atendidos con Llerenas, esta administración arregló la mitad de ellos en 3 meses. https://t.co/obW8iiOtYA",1,"https://twitter.com/Mesthern/status/1775560658072821872"
"Apr 3, 2024 @ 10:27:03.000","@OIncluido @ElizabethRivasC @STaboadaMx @AzcapotzalcoMx @AlcaldiaMHmx @ClaraBrugadaM @NancyNunezmx Así estaba en la administración pasada… incluso aumentó 70% el robo a casa habitación con Vidal Llerenas, la verdad cada quien habla como le va en la feria, y de los 100 SUACS no atendidos con Llerenas, esta administración arregló la mitad de ellos en 3 meses. https://t.co/obW8iiOtYA",1,"https://twitter.com/Mesthern/status/1775560658072821872"
"Apr 3, 2024 @ 10:23:43.000","LO SEGUIMOS REPITIENDO:

Si los PANISTAS no se equivocan, GANARÁN muchos espacios @MarkoCortes @TereJimenezE @_ATejeda @CeciliaPatronL  @STaboadaMx  @LuisMendozaBJ @mauriciotabe  @AleGutie
@MaruCampos_G  @anuarazar  @PedroRVillegas @KarlaFiesco @RaymundoBolaos3  @maku",1,"https://twitter.com/JOSEESTRADA2012/status/1775559818943590594"
"Apr 3, 2024 @ 10:23:43.000","LO SEGUIMOS REPITIENDO:

Si los PANISTAS no se equivocan, GANARÁN muchos espacios @MarkoCortes @TereJimenezE @_ATejeda @CeciliaPatronL  @STaboadaMx  @LuisMendozaBJ @mauriciotabe  @AleGutie
@MaruCampos_G  @anuarazar  @PedroRVillegas @KarlaFiesco @RaymundoBolaos3  @maku",1,"https://twitter.com/JOSEESTRADA2012/status/1775559818943590594"
"Apr 3, 2024 @ 10:23:42.000","@LuzAlbarrn1 @rod_mud @Jaime_Mata_S @STaboadaMx @FiscaliaCDMX @UlisesLaraCDMX Están Taboada y su equipo",1,"https://twitter.com/leoncsm/status/1775559815542026713"
"Apr 3, 2024 @ 10:08:00.000","@Cons_guajarda @rod_mud @Jaime_Mata_S @STaboadaMx @FiscaliaCDMX @UlisesLaraCDMX En este caso es válido, lo están tratando de amedrentar, y así queda documentado.",1,"https://twitter.com/Pasquev/status/1775555861911318657"
"Apr 3, 2024 @ 10:08:00.000","@Cons_guajarda @rod_mud @Jaime_Mata_S @STaboadaMx @FiscaliaCDMX @UlisesLaraCDMX En este caso es válido, lo están tratando de amedrentar, y así queda documentado.",1,"https://twitter.com/Pasquev/status/1775555861911318657"
"Apr 3, 2024 @ 10:07:27.000","@Ordonez_Mx @AAtaydeR @PAN_CDMX @STaboadaMx @acostanaranjo @EmilioAlvarezI @PRD_CDMX La segunda es la buena",1,"https://twitter.com/julioo_mena/status/1775555724413673768"
"Apr 3, 2024 @ 10:01:22.000","Fuera Titina!!!! Vamos con #Xochitl y #Taboada. Teacher, porfa no diga que este personaje va a ganar!!!🙈",1,"https://www.instagram.com/p/C5TNIDhhnU9/"
"Apr 3, 2024 @ 09:59:18.000","@STaboadaMx @AlcaldiaMHmx @mauriciotabe La campaña del nepotismo #SantiagoTajada",1,"https://twitter.com/IreneEspin73760/status/1775553672950521978"
"Apr 3, 2024 @ 09:46:53.000","@rod_mud @Jaime_Mata_S @STaboadaMx @FiscaliaCDMX @UlisesLaraCDMX Pinche delirio de persecución 😌

#NarcoPresidenteAMLO30 #NarcoCandidataClaudia30",1,"https://twitter.com/kefren72/status/1775550548181188643"
"Apr 3, 2024 @ 09:46:53.000","@rod_mud @Jaime_Mata_S @STaboadaMx @FiscaliaCDMX @UlisesLaraCDMX Pinche delirio de persecución 😌

#NarcoPresidenteAMLO30 #NarcoCandidataClaudia30",1,"https://twitter.com/kefren72/status/1775550548181188643"
"Apr 3, 2024 @ 09:24:07.000","@DoctorZamudio ¿Gratis...?

En Benito Juárez todo lo cobran... El campo de fútbol junto a la @BJAlcaldia lo cobran, las clases de natación en la alberca olímpica las cobran, el Polideportivo de Portales cobran membresía 😡🤬😡🤬😡

¿Es lo que quieren que haga  @STaboadaMx con la CDMX ?",1,"https://twitter.com/TonaKlingsor/status/1775544818665476310"
"Apr 3, 2024 @ 09:20:32.000","@chavez_j28 @ClaraBrugadaM @STaboadaMx @UCS_GCDMX Hola buen día.
Puede presentar su queja o denuncia en las oficinas centrales del IECM en Huizaches 25, Colonia Rancho Los Colorines, Tlalpan, C.P. 14386, CDMX, o por correo electrónico en la cuenta: oficialiadepartes@iecm.mx",1,"https://twitter.com/iecm/status/1775543915745006045"
"Apr 3, 2024 @ 09:04:32.000","@ClaraBrugadaM Es la solución para resolver los problemas que tenemos en nuestra CDMX
#SantiagoTaboadaCártelInmobiliario con mente PANISTA de favorecer a empresarios y antiguos colaboradores de @FelipeCalderon prometen y firman con sangre pero ellos seràn multimill el pueblo 0.",1,"https://twitter.com/copenhague2008/status/1775539891549433946"
"Apr 3, 2024 @ 08:55:49.000","@AlessandraRdlv ¿y ahora con quien te encerraras?, Tabe, Alito, o el rataboada, te conocemos y no ganaras NADA.",1,"https://twitter.com/aguilar_ituarte/status/1775537697127313615"
"Apr 3, 2024 @ 08:51:07.000","@skyelmatador @rod_mud @Jaime_Mata_S @STaboadaMx @FiscaliaCDMX @UlisesLaraCDMX Y que además graba mientras maneja",1,"https://twitter.com/SaldivarElba/status/1775536513188569563"
"Apr 3, 2024 @ 08:49:21.000","@IvonneTheresaC @Sebas_RM @lumendoz @STaboadaMx @LuisMendozaBJ @AAtaydeR @AleReyesSh @CitlaHM @martibatres @Claudiashein @ASanchezMiranda @DanyAlvarezca Fíjate que tiene toda la razón",1,"https://twitter.com/arvanegas/status/1775536070471324054"
"Apr 3, 2024 @ 08:45:59.000","@Pr0gr4m4d0r_MEX @NanoDante6 @rod_mud @Jaime_Mata_S @STaboadaMx @FiscaliaCDMX @UlisesLaraCDMX Seguir los delirios de persecución a rodmud",1,"https://twitter.com/Cons_guajarda/status/1775535222236569605"
"Apr 3, 2024 @ 08:22:55.000","@ElizabethRivasC @STaboadaMx @AzcapotzalcoMx @AlcaldiaMHmx @ClaraBrugadaM @NancyNunezmx Pero apenas empezaron las campañas ¿Por qué había propaganda de Núñez si apenas empezó esta semana la campaña?",1,"https://twitter.com/Mesthern/status/1775529418418536676"
"Apr 3, 2024 @ 08:22:55.000","@ElizabethRivasC @STaboadaMx @AzcapotzalcoMx @AlcaldiaMHmx @ClaraBrugadaM @NancyNunezmx Pero apenas empezaron las campañas ¿Por qué había propaganda de Núñez si apenas empezó esta semana la campaña?",1,"https://twitter.com/Mesthern/status/1775529418418536676"
"Apr 3, 2024 @ 08:21:24.000","@Mesthern @STaboadaMx @AzcapotzalcoMx @AlcaldiaMHmx @ClaraBrugadaM @NancyNunezmx Si, su jeta está en toda av Azcapotzalco hasta en postes y árboles son un asco esos morenos",1,"https://twitter.com/ElizabethRivasC/status/1775529036132806887"
"Apr 3, 2024 @ 08:21:24.000","@Mesthern @STaboadaMx @AzcapotzalcoMx @AlcaldiaMHmx @ClaraBrugadaM @NancyNunezmx Si, su jeta está en toda av Azcapotzalco hasta en postes y árboles son un asco esos morenos",1,"https://twitter.com/ElizabethRivasC/status/1775529036132806887"
"Apr 3, 2024 @ 08:13:41.000","@STaboadaMx @GamoMonte Y desde hace 2 semanas el agua de la alcaldía Benito Juárez está contaminada porque tiene un fuerte olor a combustible, se ha reportado al sistema de aguas de la Cd. De México y dicen que no pasa nada. Qué  necesitamos hacer para nos hagan caso? @martibatres",1,"https://twitter.com/Gisell35286606/status/1775527091682836870"
"Apr 3, 2024 @ 08:11:43.000","Temporada de camaleones
Xóchitl y Taboada sonríen a la comunidad LGBT+ pero su partido (PAN) le da de patadas.

Quieren confundirlos, diciendo una cosa y en el congreso votan en contra de sus intereses que están luchando

Pinche PRIAN vota por la tortura y maltrato a la comunidad https://t.co/Jjml0PDe0t",1,"https://twitter.com/Jesus163429/status/1775526600529924102"
"Apr 3, 2024 @ 08:07:19.000","@FreddyOliviery @pedroferriz3 @lopezobrador_ @Claudiashein @CitlaHM @mario_delgado @RicardoBSalinas No mames, que diferencia tan abismal, de todas formas, votaré por Xochitl y Taboada",1,"https://twitter.com/Gerardo25419046/status/1775525490406625673"
"Apr 3, 2024 @ 07:45:18.000","@ElizabethRivasC @STaboadaMx @AzcapotzalcoMx @AlcaldiaMHmx @ClaraBrugadaM No sé si notaste o te ha tocado ver que hay propaganda de @NancyNunezmx desde hace meses cuando curiosamente las campañas empezaron esta semana.",1,"https://twitter.com/Mesthern/status/1775519950028869890"
"Apr 3, 2024 @ 07:45:18.000","@ElizabethRivasC @STaboadaMx @AzcapotzalcoMx @AlcaldiaMHmx @ClaraBrugadaM No sé si notaste o te ha tocado ver que hay propaganda de @NancyNunezmx desde hace meses cuando curiosamente las campañas empezaron esta semana.",1,"https://twitter.com/Mesthern/status/1775519950028869890"
"Apr 3, 2024 @ 07:19:22.000","@AlessandraRdlv Cuauhtémoc con
ALESSANDRA RdlV, sin duda.
Xóchitl Gálvez. 
Santiago Taboada.
Alessandra Rojo de la Vega.
MÉXICO.
CDMX
ALC. CUAUHTÉMOC.
  ❤️ 🗳️ ❤️ 🇲🇽 🗳️ ❤️ https://t.co/ADs5wksEDb",1,"https://twitter.com/ericguth50/status/1775513424593608822"
"Apr 3, 2024 @ 05:15:09.000","""Vamos a ganar #Tlalpan, vamos a ganar la #CDMX"": @HectorHugoHdez . @alfagonzalezm @STaboadaMx @XochitlGalvez https://t.co/xzFmMpjETN",1,"https://twitter.com/Checatesta2/status/1775482164911468728"
"Apr 3, 2024 @ 03:13:19.000","🔥🔥🔥#Martí @martibatres:

Ya casi 2 meses de que #MarinaRobles 
@mroblesg
@SEDEMA_CDMX
No atiende tu indicación de:

Limpiar (Espejear):

#CanalNacional
#Tramo1 
#Churubusco
#Coyoacán

FYI:
#Candidat@s:

@XochitlGalvez 
@Claudiashein
 
&amp;
@STaboadaMx 
@ClaraBrugadaM
 
Atentos.Gx https://t.co/YJNzMDOG2E",1,"https://twitter.com/CanalTramo/status/1775451506025628141"
"Apr 3, 2024 @ 02:36:25.000","@ggomezg89 @JorgeRoHe @STaboadaMx @giogutierrezag @AlessandraRdlv @lialimon @MargaretSaldana @LuisMendozaBJ Maaaaas, tiene apoyo de las televisoras, los ""intelectuLes"", empresarios, INE, EEUU ESPAÑA, EL NARCO, CARTEL INMOBILARIO, MILLONES QUE LE MANDO EL NARCO CABEZA DE VACA, etc. te parece poco? es inevitable su derrota,",1,"https://twitter.com/Virginial1936/status/1775442216074309954"
"Apr 3, 2024 @ 02:32:42.000","ESTE ES EL GOBIERNO DE CAGADA DE ANDRES MANUEL LOPEZ OBRADOR QUE HOY EN EL 2024 YA LLEVA MAS DE 2 MILLONES DE ASESINATOS DE ABORTOS CON SU SERVILISMO A SATANAS, ES MEJOR VOTAR POR Xóchitl Gálvez Ruiz TABOADA Y PANISTAS PARA RECONSTRUIR LA CONSTITUCION BAJO LA LEY DE DIOS CATOLICA https://t.co/vJqn9msDWS",1,"https://twitter.com/Manuel_PatGut/status/1775441281222692905"
"Apr 3, 2024 @ 02:32:42.000","ESTE ES EL GOBIERNO DE CAGADA DE ANDRES MANUEL LOPEZ OBRADOR QUE HOY EN EL 2024 YA LLEVA MAS DE 2 MILLONES DE ASESINATOS DE ABORTOS CON SU SERVILISMO A SATANAS, ES MEJOR VOTAR POR Xóchitl Gálvez Ruiz TABOADA Y PANISTAS PARA RECONSTRUIR LA CONSTITUCION BAJO LA LEY DE DIOS CATOLICA https://t.co/vJqn9msDWS",1,"https://twitter.com/Manuel_PatGut/status/1775441281222692905"
"Apr 3, 2024 @ 02:03:08.000","SE ESTA CAYENDO SANTIAGO TAJADA, PERDÓN TABOADA
😂😂😂
El #Pan y la corrupción de #SantiagoTajada digo #SantiagoTaboada #Pri #Pan https://t.co/WDCUBLY5jK",1,"https://twitter.com/Anonymous05600/status/1775433841391575384"
"Apr 4, 2024 @ 01:58:06.000","#CarroCompletoXochitl💛💙❤️#SantiagoTaboadaJefeDeGobiernoCDMX💙💛❤️#RocioBarreraAlcaldesaDeVenustianoCarranza💛💙❤️
¡Vecinos!
¡Acabemos con la Mafia de los Moreno en la Alcaldía Venustiano Carranza!
¡Echa un vistazo al vídeo de ara! #TikTok https://t.co/o1jotgAAvp",0,"https://twitter.com/Adolfo531405101/status/1775794961939677556"
"Apr 4, 2024 @ 01:53:57.000","@MargaretSaldana @juarezveromex @XochitlGalvez @STaboadaMx @cynthialopezc1 POR FAVOR, retire a los ambulantes que continúan apoderándose de VIERNES A DOMINGO y DÍAS FESTIVOS del Parque Revolución en la colonia Nueva Santa María, obstruyendo el paso de peatones y deportistas.
C.c.p. @AzcapotzalcoMx",0,"https://twitter.com/JorgeDelgado_MX/status/1775793918602338661"
"Apr 4, 2024 @ 01:40:06.000","@politicomx @martibatres @lialimon @juanpadeleo @AlcaldiaAO @ClaraBrugadaM @AAtaydeR @STaboadaMx @SantiagoCreelM @AmerangelLorenz @LuisMendozaBJ @AlessandraRdlv @MaricelaGastelu @NoemiLuna_Zac @PaulinaRubioFdz @PAN_CDMX Me encanta ver llorar a los p1nch3s fachos p3nd3j0s corruptos",0,"https://twitter.com/leinadmengar/status/1775790433366319210"
"Apr 4, 2024 @ 00:46:05.000","@STaboadaMx Ustedes prometieron seguridad y ¿La guerra contra el narco?, ¿García Luna?, corrupción, falacias... Si, el PRIAN es una vil 💩, solo eso sale de la boca de estos rateros que quieren retomar el poder para llenarse los bolsillos, pena ajena les debería de dar.",0,"https://twitter.com/HaruFlores28/status/1775776837362164009"
"Apr 4, 2024 @ 00:42:21.000","@polistermx @STaboadaMx @Chertorivski Bronco siempre estará en mi corazón, y los machetazos también.",0,"https://twitter.com/Abraham97247676/status/1775775900941828307"
"Apr 4, 2024 @ 00:17:32.000","@guerisilla8 @DanyAlvarezca @JPsagalvez @_JRLB_ @ElBaronNews_ @AtypicalTeve @JTrianaT @ferbelaunzaran @luisag_urena @AAtaydeR @PAN_CDMX @SocCivilMx @TlalpanVecinos @STaboadaMx @XochitlGalvez Sólo lo obligaron a disculparse y luego le cortaron la cabeza, es desechable como la madre, no seas iluso, no seas pendejo.",0,"https://twitter.com/cotardo18/status/1775769653534490669"
"Apr 4, 2024 @ 00:17:19.000","@STaboadaMx ¿En 5 años? ¿Y los de Marcelo y López Obrador? Santiago, en el debate tenías a Clara en la lona y no lo aprovechaste, precisamente por comentarios tibios como este. A ver si no se nos voltea la elección.",0,"https://twitter.com/CSolano28/status/1775769599205576896"
"Apr 4, 2024 @ 00:14:37.000","@hromol73 @STaboadaMx Otra vez este endejo ,si savez que esa hora la dejo abandona ,el prian verdad , o se te olvidó , y si ya se van a  aguantar otros 6  años",0,"https://twitter.com/gabriel40799294/status/1775768922223935510"
"Apr 4, 2024 @ 00:07:22.000","@polistermx @STaboadaMx @Chertorivski Es  dia   de   los   inocentes   ?",0,"https://twitter.com/wence_barba/status/1775767097894719732"
"Apr 3, 2024 @ 23:58:55.000","@JorgeRoHe @AccionNacional @STaboadaMx La nena del prian",0,"https://twitter.com/H1Sagarnaga/status/1775764969050505340"
"Apr 3, 2024 @ 23:57:19.000","@Ordonez_Mx @AAtaydeR @PAN_CDMX @STaboadaMx @acostanaranjo @EmilioAlvarezI @PRD_CDMX PD 2 - cuándo vienen, para que traigan una banderita y ponerla en casa...? a mí no me ofrecieron..!!",0,"https://twitter.com/macalop04816094/status/1775764566544400494"
"Apr 3, 2024 @ 23:52:02.000","@Ordonez_Mx @AAtaydeR @PAN_CDMX @STaboadaMx @acostanaranjo @EmilioAlvarezI @PRD_CDMX 4 cosas:
1.- convenza a la población de votar por usted y no por YSQ
2.- Vinieron con una gran fiesta y mucha alegría, no como otros que pululan con cara de amargura
3.- Que no sea la única visita, POR FAVOR
4.-conteste a nuestros mensajes x aquí

SUERTE!!!🍀",0,"https://twitter.com/macalop04816094/status/1775763239164620885"
"Apr 3, 2024 @ 23:37:40.000","@polistermx @STaboadaMx @Chertorivski Sus encuestas piteras 😂 😂 😂 😂 😂 😂",0,"https://twitter.com/DNITZ7/status/1775759620830585068"
